incident_id,opened_at,cell_id,issue_type,complaint_summary,root_cause,resolution,status,severity
INC-2026-750,2026-08-07T21:00:00,XYZ403,beamforming,Beam failure ratio above threshold XYZ403,SSB beam weight drift after AAU firmware upgrade,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-751,2026-08-08T07:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-752,2026-08-08T10:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Critical
INC-2026-753,2026-08-08T19:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Updated UDM subscription template,Closed,Critical
INC-2026-754,2026-08-09T01:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-755,2026-08-09T08:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Retuned electrical tilt and enabled IRC,Closed,Critical
INC-2026-756,2026-08-09T13:00:00,XYZ404,call_drop,Voice drops during mobility on XYZ404,Missed Xn neighbor relation for inter-gNB HO,Updated UDM subscription template,Closed,High
INC-2026-757,2026-08-09T21:00:00,XYZ403,core,PDU session release without RF anomaly XYZ403,AMF subscription profile missing DNN,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-758,2026-08-10T08:00:00,XYZ405,handover,HO prep/exec failure spike neighbor sector XYZ405,Target cell barred due to transport alarm on F1,Adjusted PRACH configuration index and root sequence,Closed,Medium
INC-2026-759,2026-08-10T11:00:00,XYZ404,handover,HO prep/exec failure spike neighbor sector XYZ404,Target cell barred due to transport alarm on F1,Added neighbor relation and tuned HO margins,Open,Critical
INC-2026-760,2026-08-10T20:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Added neighbor relation and tuned HO margins,Closed,High
INC-2026-761,2026-08-11T05:00:00,XYZ401,core,PDU session release without RF anomaly XYZ401,AMF subscription profile missing DNN,Enabled QoS shaping and scheduled backhaul upgrade,Closed,High
INC-2026-762,2026-08-11T11:00:00,XYZ401,transport,N3 throughput cap during evening peak XYZ401,Backhaul link at high utilization on core switch,Enabled QoS shaping and scheduled backhaul upgrade,Open,High
INC-2026-763,2026-08-11T15:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Enabled QoS shaping and scheduled backhaul upgrade,Open,High
INC-2026-764,2026-08-11T21:00:00,XYZ408,latency,Video buffering on 5QI-9 during peak XYZ408,UPF cluster CPU saturation,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Medium
INC-2026-765,2026-08-12T06:00:00,XYZ401,handover,HO prep/exec failure spike neighbor sector XYZ401,Target cell barred due to transport alarm on F1,Reduced A3 offset and enabled time-to-trigger tuning,Closed,Critical
INC-2026-766,2026-08-12T13:00:00,XYZ402,call_drop,Voice drops during mobility on XYZ402,Missed Xn neighbor relation for inter-gNB HO,Restored F1 link and cleared cell barring,Open,High
INC-2026-767,2026-08-12T22:00:00,XYZ407,mobility,Network issue on XYZ407,Under investigation,Reduced A3 offset and enabled time-to-trigger tuning,Closed,Medium
INC-2026-768,2026-08-13T06:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Adjusted PRACH configuration index and root sequence,Closed,Critical
INC-2026-769,2026-08-13T10:00:00,XYZ401,rach,Registration failures at cell edge XYZ401,PRACH occasion collision with co-channel DAS,Enabled QoS shaping and scheduled backhaul upgrade,Closed,High
INC-2026-770,2026-08-13T18:00:00,XYZ410,beamforming,Beam failure ratio above threshold XYZ410,SSB beam weight drift after AAU firmware upgrade,Retuned electrical tilt and enabled IRC,Closed,Low
INC-2026-771,2026-08-14T03:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Updated UDM subscription template,Closed,High
INC-2026-772,2026-08-14T08:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-773,2026-08-14T13:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Adjusted PRACH configuration index and root sequence,Open,High
INC-2026-774,2026-08-14T19:00:00,XYZ408,core,PDU session release without RF anomaly XYZ408,AMF subscription profile missing DNN,Restored F1 link and cleared cell barring,Closed,Medium
INC-2026-775,2026-08-15T03:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-776,2026-08-15T12:00:00,XYZ402,latency,Video buffering on 5QI-9 during peak XYZ402,UPF cluster CPU saturation,Restored F1 link and cleared cell barring,Closed,High
INC-2026-777,2026-08-15T20:00:00,XYZ410,latency,Video buffering on 5QI-9 during peak XYZ410,UPF cluster CPU saturation,Restored F1 link and cleared cell barring,Closed,Low
INC-2026-778,2026-08-16T03:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Retuned electrical tilt and enabled IRC,Closed,Critical
INC-2026-779,2026-08-16T10:00:00,XYZ407,handover,HO prep/exec failure spike neighbor sector XYZ407,Target cell barred due to transport alarm on F1,Enabled QoS shaping and scheduled backhaul upgrade,In Progress,Critical
INC-2026-780,2026-08-16T18:00:00,XYZ403,rach,Registration failures at cell edge XYZ403,PRACH occasion collision with co-channel DAS,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-781,2026-08-17T01:00:00,XYZ401,throughput,DL speed below SLA on XYZ401,High DL BLER and rank-1 stuck — interferer on n77,Rebalanced UPF sessions and scaled pod count,In Progress,High
INC-2026-782,2026-08-17T07:00:00,XYZ406,rach,Registration failures at cell edge XYZ406,PRACH occasion collision with co-channel DAS,Retuned electrical tilt and enabled IRC,Open,Medium
INC-2026-783,2026-08-17T10:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Re-ran beam calibration procedure,Closed,High
INC-2026-784,2026-08-17T22:00:00,XYZ406,rlf,RLF cluster after successful HO on XYZ406,Too-late HO — A3 offset insufficient for fast UE,Adjusted PRACH configuration index and root sequence,Closed,Medium
INC-2026-785,2026-08-18T00:00:00,XYZ408,call_drop,Voice drops during mobility on XYZ408,Missed Xn neighbor relation for inter-gNB HO,Restored F1 link and cleared cell barring,Closed,Critical
INC-2026-786,2026-08-18T08:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Updated UDM subscription template,In Progress,Critical
INC-2026-787,2026-08-18T15:00:00,XYZ403,latency,Video buffering on 5QI-9 during peak XYZ403,UPF cluster CPU saturation,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-788,2026-08-18T22:00:00,XYZ404,core,PDU session release without RF anomaly XYZ404,AMF subscription profile missing DNN,Re-ran beam calibration procedure,Open,High
INC-2026-789,2026-08-19T05:00:00,XYZ408,rach,Registration failures at cell edge XYZ408,PRACH occasion collision with co-channel DAS,Adjusted PRACH configuration index and root sequence,Closed,Medium
INC-2026-790,2026-08-19T15:00:00,XYZ409,throughput,DL speed below SLA on XYZ409,High DL BLER and rank-1 stuck — interferer on n77,Adjusted PRACH configuration index and root sequence,Closed,Low
INC-2026-791,2026-08-19T19:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Enabled QoS shaping and scheduled backhaul upgrade,Open,High
INC-2026-792,2026-08-20T02:00:00,XYZ402,rlf,RLF cluster after successful HO on XYZ402,Too-late HO — A3 offset insufficient for fast UE,Restored F1 link and cleared cell barring,Closed,High
INC-2026-793,2026-08-20T09:00:00,XYZ407,call_drop,Voice drops during mobility on XYZ407,Missed Xn neighbor relation for inter-gNB HO,Enabled QoS shaping and scheduled backhaul upgrade,Open,Medium
INC-2026-794,2026-08-20T15:00:00,XYZ402,beamforming,Beam failure ratio above threshold XYZ402,SSB beam weight drift after AAU firmware upgrade,Added neighbor relation and tuned HO margins,Closed,High
INC-2026-795,2026-08-20T22:00:00,XYZ402,throughput,DL speed below SLA on XYZ402,High DL BLER and rank-1 stuck — interferer on n77,Re-ran beam calibration procedure,Closed,High
INC-2026-796,2026-08-21T09:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-797,2026-08-21T16:00:00,XYZ405,handover,HO prep/exec failure spike neighbor sector XYZ405,Target cell barred due to transport alarm on F1,Restored F1 link and cleared cell barring,Closed,Critical
INC-2026-798,2026-08-21T21:00:00,XYZ404,handover,HO prep/exec failure spike neighbor sector XYZ404,Target cell barred due to transport alarm on F1,Re-ran beam calibration procedure,Open,High
INC-2026-799,2026-08-22T07:00:00,XYZ403,handover,HO prep/exec failure spike neighbor sector XYZ403,Target cell barred due to transport alarm on F1,Updated UDM subscription template,Closed,High
INC-2026-800,2026-08-22T14:00:00,XYZ406,handover,HO prep/exec failure spike neighbor sector XYZ406,Target cell barred due to transport alarm on F1,Re-ran beam calibration procedure,Closed,Medium
INC-2026-801,2026-08-22T18:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Updated UDM subscription template,Closed,High
INC-2026-802,2026-08-23T00:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-803,2026-08-23T11:00:00,XYZ408,core,PDU session release without RF anomaly XYZ408,AMF subscription profile missing DNN,Retuned electrical tilt and enabled IRC,Closed,Critical
INC-2026-804,2026-08-23T16:00:00,XYZ405,latency,Video buffering on 5QI-9 during peak XYZ405,UPF cluster CPU saturation,Updated UDM subscription template,Closed,Medium
INC-2026-805,2026-08-23T23:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-806,2026-08-24T06:00:00,XYZ404,latency,Video buffering on 5QI-9 during peak XYZ404,UPF cluster CPU saturation,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-807,2026-08-24T15:00:00,XYZ404,rlf,RLF cluster after successful HO on XYZ404,Too-late HO — A3 offset insufficient for fast UE,Re-ran beam calibration procedure,Open,High
INC-2026-808,2026-08-24T19:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Critical
INC-2026-809,2026-08-25T03:00:00,XYZ401,beamforming,Beam failure ratio above threshold XYZ401,SSB beam weight drift after AAU firmware upgrade,Updated UDM subscription template,Closed,Critical
INC-2026-810,2026-08-25T11:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Restored F1 link and cleared cell barring,Closed,High
INC-2026-811,2026-08-25T16:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Restored F1 link and cleared cell barring,Closed,Critical
INC-2026-812,2026-08-25T22:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Enabled QoS shaping and scheduled backhaul upgrade,In Progress,High
INC-2026-813,2026-08-26T05:00:00,XYZ408,core,PDU session release without RF anomaly XYZ408,AMF subscription profile missing DNN,Re-ran beam calibration procedure,Closed,Medium
INC-2026-814,2026-08-26T15:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Added neighbor relation and tuned HO margins,Closed,High
INC-2026-815,2026-08-26T21:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-816,2026-08-27T04:00:00,XYZ406,transport,N3 throughput cap during evening peak XYZ406,Backhaul link at high utilization on core switch,Restored F1 link and cleared cell barring,Closed,Medium
INC-2026-817,2026-08-27T12:00:00,XYZ402,throughput,DL speed below SLA on XYZ402,High DL BLER and rank-1 stuck — interferer on n77,Added neighbor relation and tuned HO margins,Closed,High
INC-2026-818,2026-08-27T16:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-819,2026-08-28T00:00:00,XYZ403,handover,HO prep/exec failure spike neighbor sector XYZ403,Target cell barred due to transport alarm on F1,Adjusted PRACH configuration index and root sequence,Closed,Critical
INC-2026-820,2026-08-28T09:00:00,XYZ402,rlf,RLF cluster after successful HO on XYZ402,Too-late HO — A3 offset insufficient for fast UE,Updated UDM subscription template,Closed,High
INC-2026-821,2026-08-28T15:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Retuned electrical tilt and enabled IRC,Closed,Critical
INC-2026-822,2026-08-29T00:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Rebalanced UPF sessions and scaled pod count,In Progress,High
INC-2026-823,2026-08-29T07:00:00,XYZ408,core,PDU session release without RF anomaly XYZ408,AMF subscription profile missing DNN,Rebalanced UPF sessions and scaled pod count,Closed,Medium
INC-2026-824,2026-08-29T12:00:00,XYZ404,rach,Registration failures at cell edge XYZ404,PRACH occasion collision with co-channel DAS,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-825,2026-08-29T17:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Adjusted PRACH configuration index and root sequence,Open,High
INC-2026-826,2026-08-29T23:00:00,XYZ406,rach,Registration failures at cell edge XYZ406,PRACH occasion collision with co-channel DAS,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Medium
INC-2026-827,2026-08-30T08:00:00,XYZ401,latency,Video buffering on 5QI-9 during peak XYZ401,UPF cluster CPU saturation,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-828,2026-08-30T15:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Re-ran beam calibration procedure,Closed,High
INC-2026-829,2026-08-30T20:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Restored F1 link and cleared cell barring,Closed,High
INC-2026-830,2026-08-31T03:00:00,XYZ407,beamforming,Beam failure ratio above threshold XYZ407,SSB beam weight drift after AAU firmware upgrade,Adjusted PRACH configuration index and root sequence,Closed,Medium
INC-2026-831,2026-08-31T13:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Updated UDM subscription template,Closed,High
INC-2026-832,2026-08-31T17:00:00,XYZ403,handover,HO prep/exec failure spike neighbor sector XYZ403,Target cell barred due to transport alarm on F1,Added neighbor relation and tuned HO margins,Closed,High
INC-2026-833,2026-09-01T00:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Updated UDM subscription template,Open,High
INC-2026-834,2026-09-01T09:00:00,XYZ402,transport,N3 throughput cap during evening peak XYZ402,Backhaul link at high utilization on core switch,Restored F1 link and cleared cell barring,Open,High
INC-2026-835,2026-09-01T15:00:00,XYZ409,rlf,RLF cluster after successful HO on XYZ409,Too-late HO — A3 offset insufficient for fast UE,Reduced A3 offset and enabled time-to-trigger tuning,Closed,Low
INC-2026-836,2026-09-01T21:00:00,XYZ407,mobility,Network issue on XYZ407,Under investigation,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Medium
INC-2026-837,2026-09-02T09:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Rebalanced UPF sessions and scaled pod count,Closed,Critical
INC-2026-838,2026-09-02T12:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Restored F1 link and cleared cell barring,Open,Critical
INC-2026-839,2026-09-02T20:00:00,XYZ403,rach,Registration failures at cell edge XYZ403,PRACH occasion collision with co-channel DAS,Rebalanced UPF sessions and scaled pod count,In Progress,Critical
INC-2026-840,2026-09-03T06:00:00,XYZ401,transport,N3 throughput cap during evening peak XYZ401,Backhaul link at high utilization on core switch,Updated UDM subscription template,Closed,High
INC-2026-841,2026-09-03T12:00:00,XYZ401,rlf,RLF cluster after successful HO on XYZ401,Too-late HO — A3 offset insufficient for fast UE,Re-ran beam calibration procedure,Closed,High
INC-2026-842,2026-09-03T20:00:00,XYZ408,latency,Video buffering on 5QI-9 during peak XYZ408,UPF cluster CPU saturation,Re-ran beam calibration procedure,Closed,Medium
INC-2026-843,2026-09-03T23:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Restored F1 link and cleared cell barring,Closed,High
INC-2026-844,2026-09-04T10:00:00,XYZ405,handover,HO prep/exec failure spike neighbor sector XYZ405,Target cell barred due to transport alarm on F1,Restored F1 link and cleared cell barring,Closed,Medium
INC-2026-845,2026-09-04T17:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-846,2026-09-04T23:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Added neighbor relation and tuned HO margins,Closed,Critical
INC-2026-847,2026-09-05T04:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Updated UDM subscription template,Closed,High
INC-2026-848,2026-09-05T10:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Enabled QoS shaping and scheduled backhaul upgrade,Open,High
INC-2026-849,2026-09-05T19:00:00,XYZ405,handover,HO prep/exec failure spike neighbor sector XYZ405,Target cell barred due to transport alarm on F1,Retuned electrical tilt and enabled IRC,Open,Medium
INC-2026-850,2026-09-05T23:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Updated UDM subscription template,Closed,High
INC-2026-851,2026-09-06T09:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Enabled QoS shaping and scheduled backhaul upgrade,Closed,High
INC-2026-852,2026-09-06T16:00:00,XYZ408,core,PDU session release without RF anomaly XYZ408,AMF subscription profile missing DNN,Updated UDM subscription template,Open,Medium
INC-2026-853,2026-09-07T00:00:00,XYZ406,handover,HO prep/exec failure spike neighbor sector XYZ406,Target cell barred due to transport alarm on F1,Updated UDM subscription template,Closed,Medium
INC-2026-854,2026-09-07T06:00:00,XYZ410,handover,HO prep/exec failure spike neighbor sector XYZ410,Target cell barred due to transport alarm on F1,Added neighbor relation and tuned HO margins,Closed,Low
INC-2026-855,2026-09-07T12:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Restored F1 link and cleared cell barring,Open,High
INC-2026-856,2026-09-07T19:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Re-ran beam calibration procedure,Closed,High
INC-2026-857,2026-09-08T01:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Added neighbor relation and tuned HO margins,Closed,High
INC-2026-858,2026-09-08T09:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Reduced A3 offset and enabled time-to-trigger tuning,In Progress,High
INC-2026-859,2026-09-08T19:00:00,XYZ408,core,PDU session release without RF anomaly XYZ408,AMF subscription profile missing DNN,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Medium
INC-2026-860,2026-09-08T22:00:00,XYZ404,rach,Registration failures at cell edge XYZ404,PRACH occasion collision with co-channel DAS,Added neighbor relation and tuned HO margins,In Progress,High
INC-2026-861,2026-09-09T07:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Adjusted PRACH configuration index and root sequence,Open,High
INC-2026-862,2026-09-09T12:00:00,XYZ405,handover,HO prep/exec failure spike neighbor sector XYZ405,Target cell barred due to transport alarm on F1,Reduced A3 offset and enabled time-to-trigger tuning,In Progress,Medium
INC-2026-863,2026-09-09T19:00:00,XYZ409,latency,Video buffering on 5QI-9 during peak XYZ409,UPF cluster CPU saturation,Reduced A3 offset and enabled time-to-trigger tuning,Closed,Low
INC-2026-864,2026-09-10T03:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-865,2026-09-10T12:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Re-ran beam calibration procedure,Closed,High
INC-2026-866,2026-09-10T15:00:00,XYZ406,latency,Video buffering on 5QI-9 during peak XYZ406,UPF cluster CPU saturation,Retuned electrical tilt and enabled IRC,Closed,Medium
INC-2026-867,2026-09-10T22:00:00,XYZ404,latency,Video buffering on 5QI-9 during peak XYZ404,UPF cluster CPU saturation,Updated UDM subscription template,Open,High
INC-2026-868,2026-09-11T08:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Re-ran beam calibration procedure,Closed,High
INC-2026-869,2026-09-11T17:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Restored F1 link and cleared cell barring,Open,High
INC-2026-870,2026-09-11T22:00:00,XYZ401,core,PDU session release without RF anomaly XYZ401,AMF subscription profile missing DNN,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-871,2026-09-12T06:00:00,XYZ401,latency,Video buffering on 5QI-9 during peak XYZ401,UPF cluster CPU saturation,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-872,2026-09-12T09:00:00,XYZ407,beamforming,Beam failure ratio above threshold XYZ407,SSB beam weight drift after AAU firmware upgrade,Updated UDM subscription template,Open,Medium
INC-2026-873,2026-09-12T17:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-874,2026-09-13T01:00:00,XYZ408,rlf,RLF cluster after successful HO on XYZ408,Too-late HO — A3 offset insufficient for fast UE,Adjusted PRACH configuration index and root sequence,Open,Medium
INC-2026-875,2026-09-13T09:00:00,XYZ403,transport,N3 throughput cap during evening peak XYZ403,Backhaul link at high utilization on core switch,Reduced A3 offset and enabled time-to-trigger tuning,Closed,Critical
INC-2026-876,2026-09-13T17:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Re-ran beam calibration procedure,In Progress,High
INC-2026-877,2026-09-13T23:00:00,XYZ402,transport,N3 throughput cap during evening peak XYZ402,Backhaul link at high utilization on core switch,Adjusted PRACH configuration index and root sequence,Open,High
INC-2026-878,2026-09-14T06:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-879,2026-09-14T11:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-880,2026-09-14T20:00:00,XYZ403,call_drop,Voice drops during mobility on XYZ403,Missed Xn neighbor relation for inter-gNB HO,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-881,2026-09-15T03:00:00,XYZ407,mobility,Network issue on XYZ407,Under investigation,Retuned electrical tilt and enabled IRC,Open,Medium
INC-2026-882,2026-09-15T08:00:00,XYZ403,throughput,DL speed below SLA on XYZ403,High DL BLER and rank-1 stuck — interferer on n77,Enabled QoS shaping and scheduled backhaul upgrade,In Progress,High
INC-2026-883,2026-09-15T19:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Critical
INC-2026-884,2026-09-15T22:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Added neighbor relation and tuned HO margins,Open,High
INC-2026-885,2026-09-16T05:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-886,2026-09-16T12:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Re-ran beam calibration procedure,In Progress,High
INC-2026-887,2026-09-16T19:00:00,XYZ402,latency,Video buffering on 5QI-9 during peak XYZ402,UPF cluster CPU saturation,Added neighbor relation and tuned HO margins,Open,High
INC-2026-888,2026-09-17T06:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Critical
INC-2026-889,2026-09-17T08:00:00,XYZ408,handover,HO prep/exec failure spike neighbor sector XYZ408,Target cell barred due to transport alarm on F1,Re-ran beam calibration procedure,Closed,Medium
INC-2026-890,2026-09-17T20:00:00,XYZ405,latency,Video buffering on 5QI-9 during peak XYZ405,UPF cluster CPU saturation,Rebalanced UPF sessions and scaled pod count,Open,Critical
INC-2026-891,2026-09-18T01:00:00,XYZ410,beamforming,Beam failure ratio above threshold XYZ410,SSB beam weight drift after AAU firmware upgrade,Re-ran beam calibration procedure,Closed,Low
INC-2026-892,2026-09-18T06:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-893,2026-09-18T13:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-894,2026-09-18T22:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-895,2026-09-19T05:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Restored F1 link and cleared cell barring,Closed,High
INC-2026-896,2026-09-19T09:00:00,XYZ403,core,PDU session release without RF anomaly XYZ403,AMF subscription profile missing DNN,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-897,2026-09-19T20:00:00,XYZ403,transport,N3 throughput cap during evening peak XYZ403,Backhaul link at high utilization on core switch,Retuned electrical tilt and enabled IRC,Open,High
INC-2026-898,2026-09-20T00:00:00,XYZ410,latency,Video buffering on 5QI-9 during peak XYZ410,UPF cluster CPU saturation,Restored F1 link and cleared cell barring,Closed,Low
INC-2026-899,2026-09-20T11:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Rebalanced UPF sessions and scaled pod count,Open,High
INC-2026-900,2026-09-20T17:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
